Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,taxon_name,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Hipposideros_sorenseni,Chiroptera,Hipposideridae,Hipposideros,sorenseni,Hipposideros sorenseni,0,0,0,1,Taxonomic,PHYLACINE 1.2,20.2,Assumed isometric based on forearm length,Records of the Western Australian Museum 16: 119-173 (1992),Hipposideros_larvatus,Records of the Western Australian Museum 16: 119-173 (1992),Occurs on large land bridge islands,VU,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_speoris,Chiroptera,Hipposideridae,Hipposideros,speoris,Hipposideros speoris,0,0,0,1,Taxonomic,PHYLACINE 1.2,10.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_stenotis,Chiroptera,Hipposideridae,Hipposideros,stenotis,Hipposideros stenotis,0,0,0,1,Taxonomic,PHYLACINE 1.2,12,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_sumbae,Chiroptera,Hipposideridae,Hipposideros,sumbae,Hipposideros sumbae,0,0,0,1,Taxonomic,PHYLACINE 1.2,13.3,Reported,Records of the Western Australian Museum 16: 119-173 (1992),NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_thomensis,Chiroptera,Hipposideridae,Hipposideros,thomensis,Hipposideros thomensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,67,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_commersoni,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs only on isolated islands,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_turpis,Chiroptera,Hipposideridae,Hipposideros,turpis,Hipposideros turpis,0,0,0,1,Taxonomic,PHYLACINE 1.2,33.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_vittatus,Chiroptera,Hipposideridae,Hipposideros,vittatus,Hipposideros vittatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,127.9,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_commersoni,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs on mainland,NT,No,0,0,100,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Hipposideros_wollastoni,Chiroptera,Hipposideridae,Hipposideros,wollastoni,Hipposideros wollastoni,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Histiotus_alienus,Chiroptera,Vespertilionidae,Histiotus,alienus,Histiotus alienus,0,0,0,1,Taxonomic,PHYLACINE 1.2,12,Reported,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Histiotus_humboldti,Chiroptera,Vespertilionidae,Histiotus,humboldti,Histiotus humboldti,0,0,0,1,Taxonomic,PHYLACINE 1.2,10.5,Reported,Proceedings of the Biological Society of Washington 109: 1-9 (1996),NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Histiotus_laephotis,Chiroptera,Vespertilionidae,Histiotus,laephotis,Histiotus laephotis,0,0,0,1,Taxonomic,PHYLACINE 1.2,11.3,Assumed isometric based on forearm length,Annals and Magazine of Natural History  8 17: 272-276 (1916),Histiotus_macrotus,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Histiotus_macrotus,Chiroptera,Vespertilionidae,Histiotus,macrotus,Histiotus macrotus,0,0,0,1,Taxonomic,PHYLACINE 1.2,11,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Histiotus_magellanicus,Chiroptera,Vespertilionidae,Histiotus,magellanicus,Histiotus magellanicus,0,0,0,1,Taxonomic,PHYLACINE 1.2,14,Reported,Special Publications of The Museum of Texas Tech University 42:1-275 (1999),NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Histiotus_montanus,Chiroptera,Vespertilionidae,Histiotus,montanus,Histiotus montanus,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.1,Assumed isometric based on forearm length,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Histiotus_macrotus,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Histiotus_velatus,Chiroptera,Vespertilionidae,Histiotus,velatus,Histiotus velatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,11.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hylonycteris_underwoodi,Chiroptera,Phyllostomidae,Hylonycteris,underwoodi,Hylonycteris underwoodi,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hypsignathus_monstrosus,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hypsignathus monstrosus,0,0,0,1,Taxonomic,PHYLACINE 1.2,335.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hypsugo_anthonyi,Chiroptera,Vespertilionidae,Hypsugo,anthonyi,Hypsugo anthonyi,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.4,Assumed isometric based on forearm length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Pipistrellus_cadornae,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hypsugo_joffrei,Chiroptera,Vespertilionidae,Hypsugo,joffrei,Hypsugo joffrei,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.4,Assumed isometric based on forearm length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Pipistrellus_cadornae,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hypsugo_kitcheneri,Chiroptera,Vespertilionidae,Hypsugo,kitcheneri,Hypsugo kitcheneri,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.4,Assumed isometric based on forearm length,Mammalia 50: 43-56 (1986),Hypsugo_lophurus,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Occurs on large land bridge islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hypsugo_lophurus,Chiroptera,Vespertilionidae,Hypsugo,lophurus,Hypsugo lophurus,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.7,Assumed isometric based on forearm length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Pipistrellus_cadornae,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hypsugo_macrotis,Chiroptera,Vespertilionidae,Hypsugo,macrotis,Hypsugo macrotis,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.1,Assumed isometric based on forearm length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Pipistrellus_pulveratus,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hypsugo_savii,Chiroptera,Vespertilionidae,Hypsugo,savii,Hypsugo savii,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hypsugo_vordermanni,Chiroptera,Vespertilionidae,Hypsugo,vordermanni,Hypsugo vordermanni,0,0,0,1,Taxonomic,PHYLACINE 1.2,6,Reported,Journal of Biogeography 35: 1087-1094 (2008),NA,NA,Occurs on large land bridge islands,DD,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Ia_io,Chiroptera,Vespertilionidae,Ia,io,Ia io,0,0,0,1,Taxonomic,PHYLACINE 1.2,49.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Idionycteris_phyllotis,Chiroptera,Vespertilionidae,Idionycteris,phyllotis,Idionycteris phyllotis,0,0,0,1,Taxonomic,PHYLACINE 1.2,12,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_africana,Chiroptera,Vespertilionidae,Kerivoula,africana,Kerivoula africana,0,0,0,1,Taxonomic,PHYLACINE 1.2,15.2,Assumed isometric based on forearm length,Mammals of Tanzania. archive.fieldmuseum.org,Kerivoula_argentata,Mammals of Tanzania. archive.fieldmuseum.org,Occurs on mainland,EN,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_agnella,Chiroptera,Vespertilionidae,Kerivoula,agnella,Kerivoula agnella,0,0,0,1,Taxonomic,PHYLACINE 1.2,11.3,Assumed isometric based on forearm length,Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994),Kerivoula_argentata,Mammals of Tanzania. archive.fieldmuseum.org,Occurs only on isolated islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_argentata,Chiroptera,Vespertilionidae,Kerivoula,argentata,Kerivoula argentata,0,0,0,1,Taxonomic,PHYLACINE 1.2,10,Reported,Mammals of Tanzania. archive.fieldmuseum.org,NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_cuprosa,Chiroptera,Vespertilionidae,Kerivoula,cuprosa,Kerivoula cuprosa,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.3,Assumed isometric based on forearm length,Bulletin of the American Museum of Natural History 37:1838-1921 (1917),Kerivoula_argentata,Bulletin of the American Museum of Natural History 37:1838-1921 (1917),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_eriophora,Chiroptera,Vespertilionidae,Kerivoula,eriophora,Kerivoula eriophora,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.1,Assumed isometric based on forearm length,Tropical Zoology 9: 73-164 (1986),Kerivoula_lanosa,Russian Journal of Theriology 7:71-76 (2008),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_flora,Chiroptera,Vespertilionidae,Kerivoula,flora,Kerivoula flora,0,0,0,1,Taxonomic,PHYLACINE 1.2,6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_hardwickii,Chiroptera,Vespertilionidae,Kerivoula,hardwickii,Kerivoula hardwickii,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.6,Reported,Journal of Biogeography 35: 1087-1094 (2008),NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_intermedia,Chiroptera,Vespertilionidae,Kerivoula,intermedia,Kerivoula intermedia,0,0,0,1,Taxonomic,PHYLACINE 1.2,3.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_kachinensis,Chiroptera,Vespertilionidae,Kerivoula,kachinensis,Kerivoula kachinensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.8,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,LC,No,0,0,100,Imputed 000 Species,PHYLACINE 1.2
Kerivoula_krauensis,Chiroptera,Vespertilionidae,Kerivoula,krauensis,Kerivoula krauensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,3,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,DD,No,0,0,100,Imputed 000 Species,PHYLACINE 1.2
Kerivoula_lanosa,Chiroptera,Vespertilionidae,Kerivoula,lanosa,Kerivoula lanosa,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_lenis,Chiroptera,Vespertilionidae,Kerivoula,lenis,Kerivoula lenis,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.8,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,LC,No,0,0,100,Imputed 000 Species,PHYLACINE 1.2
Kerivoula_minuta,Chiroptera,Vespertilionidae,Kerivoula,minuta,Kerivoula minuta,0,0,0,1,Taxonomic,PHYLACINE 1.2,2.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Kerivoula_muscina,Chiroptera,Vespertilionidae,Kerivoula,muscina,Kerivoula muscina,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
