Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,taxon_name,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Nycteris_macrotis,Chiroptera,Nycteridae,Nycteris,macrotis,Nycteris macrotis,0,0,0,1,Taxonomic,PHYLACINE 1.2,14.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nycteris_madagascariensis,Chiroptera,Nycteridae,Nycteris,madagascariensis,Nycteris madagascariensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,17.5,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,DD,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Nycteris_major,Chiroptera,Nycteridae,Nycteris,major,Nycteris major,0,0,0,1,Taxonomic,PHYLACINE 1.2,15.5,Reported,"Meng, F., et al. 2016. Bats: Body mass index, forearm mass index, blood glucose levels and SLC2A2 genes for diabetes. Scientific Reports 6:29960.",NA,NA,Occurs on mainland,DD,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nycteris_nana,Chiroptera,Nycteridae,Nycteris,nana,Nycteris nana,0,0,0,1,Taxonomic,PHYLACINE 1.2,7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nycteris_parisii,Chiroptera,Nycteridae,Nycteris,parisii,Nycteris parisii,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.7,Assumed isometric based on forearm length,Societa Italiana de Scienze Naturali e del Museo Civico di Storia Naturale di Milano Alli Delle 62: 247-316 (1924),Nycteris_thebaica,Bulletin of the American Museum of Natural History 154:353-444 (1975),Occurs on mainland,DD,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Nycteris_thebaica,Chiroptera,Nycteridae,Nycteris,thebaica,Nycteris thebaica,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nycteris_tragata,Chiroptera,Nycteridae,Nycteris,tragata,Nycteris tragata,0,0,0,1,Taxonomic,PHYLACINE 1.2,14.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nycteris_vinsoni,Chiroptera,Nycteridae,Nycteris,vinsoni,Nycteris vinsoni,0,0,0,1,Taxonomic,PHYLACINE 1.2,15.8,Reported,Journal of Mammalogy 46: 254-264 (1965),NA,NA,Occurs on mainland,DD,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Nycteris_woodi,Chiroptera,Nycteridae,Nycteris,woodi,Nycteris woodi,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nycticeinops_schlieffeni,Chiroptera,Vespertilionidae,Nycticeinops,schlieffeni,Nycticeinops schlieffeni,0,0,0,1,Taxonomic,PHYLACINE 1.2,5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nycticeius_cubanus,Chiroptera,Vespertilionidae,Nycticeius,cubanus,Nycticeius cubanus,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.5,Reported,"Bioacoustics: The International Journal of Animal Sound and its Recording, 15:175-193 (2005)",NA,NA,Occurs only on isolated islands,NT,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Nycticeius_humeralis,Chiroptera,Vespertilionidae,Nycticeius,humeralis,Nycticeius humeralis,0,0,0,1,Taxonomic,PHYLACINE 1.2,9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctiellus_lepidus,Chiroptera,Natalidae,Nyctiellus,lepidus,Nyctiellus lepidus,0,0,0,1,Taxonomic,PHYLACINE 1.2,2.4,Reported,Bulletin of the American Museum of Natural History 353:1-140 (2011),NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_aello,Chiroptera,Pteropodidae,Nyctimene,aello,Nyctimene aello,0,0,0,1,Taxonomic,PHYLACINE 1.2,84.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_albiventer,Chiroptera,Pteropodidae,Nyctimene,albiventer,Nyctimene albiventer,0,0,0,1,Taxonomic,PHYLACINE 1.2,29.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_cephalotes,Chiroptera,Pteropodidae,Nyctimene,cephalotes,Nyctimene cephalotes,0,0,0,1,Taxonomic,PHYLACINE 1.2,44.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_certans,Chiroptera,Pteropodidae,Nyctimene,certans,Nyctimene certans,0,0,0,1,Taxonomic,PHYLACINE 1.2,42.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_cyclotis,Chiroptera,Pteropodidae,Nyctimene,cyclotis,Nyctimene cyclotis,0,0,0,1,Taxonomic,PHYLACINE 1.2,48,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_draconilla,Chiroptera,Pteropodidae,Nyctimene,draconilla,Nyctimene draconilla,0,0,0,1,Taxonomic,PHYLACINE 1.2,29,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_keasti,Chiroptera,Pteropodidae,Nyctimene,keasti,Nyctimene keasti,0,0,0,1,Taxonomic,PHYLACINE 1.2,44.6,Assumed isometric based on forearm length,Records of the Western Australian Museum 16: 399-417 (1993),Nyctimene_albiventer,Records of the Western Australian Museum 16: 399-417 (1993),Occurs only on isolated islands,VU,No,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Nyctimene_major,Chiroptera,Pteropodidae,Nyctimene,major,Nyctimene major,0,0,0,1,Taxonomic,PHYLACINE 1.2,104.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on small land bridge islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_malaitensis,Chiroptera,Pteropodidae,Nyctimene,malaitensis,Nyctimene malaitensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,75.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_masalai,Chiroptera,Pteropodidae,Nyctimene,masalai,Nyctimene masalai,0,0,0,1,Taxonomic,PHYLACINE 1.2,52.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_minutus,Chiroptera,Pteropodidae,Nyctimene,minutus,Nyctimene minutus,0,0,0,1,Taxonomic,PHYLACINE 1.2,33.1,Assumed isometric based on forearm length,Records of the Western Australian Museum 16: 399-417 (1993),Nyctimene_albiventer,Records of the Western Australian Museum 16: 399-417 (1993),Occurs only on isolated islands,VU,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_rabori,Chiroptera,Pteropodidae,Nyctimene,rabori,Nyctimene rabori,0,0,0,1,Taxonomic,PHYLACINE 1.2,67.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_robinsoni,Chiroptera,Pteropodidae,Nyctimene,robinsoni,Nyctimene robinsoni,0,0,0,1,Taxonomic,PHYLACINE 1.2,49.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_sanctacrucis,Chiroptera,Pteropodidae,Nyctimene,sanctacrucis,Nyctimene sanctacrucis,0,0,0,1,Taxonomic,PHYLACINE 1.2,110,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs only on isolated islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctimene_vizcaccia,Chiroptera,Pteropodidae,Nyctimene,vizcaccia,Nyctimene vizcaccia,0,0,0,1,Taxonomic,PHYLACINE 1.2,40,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctinomops_aurispinosus,Chiroptera,Molossidae,Nyctinomops,aurispinosus,Nyctinomops aurispinosus,0,0,0,1,Taxonomic,PHYLACINE 1.2,18,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctinomops_femorosaccus,Chiroptera,Molossidae,Nyctinomops,femorosaccus,Nyctinomops femorosaccus,0,0,0,1,Taxonomic,PHYLACINE 1.2,14.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctinomops_laticaudatus,Chiroptera,Molossidae,Nyctinomops,laticaudatus,Nyctinomops laticaudatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,12.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctinomops_macrotis,Chiroptera,Molossidae,Nyctinomops,macrotis,Nyctinomops macrotis,0,0,0,1,Taxonomic,PHYLACINE 1.2,18.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctophilus_arnhemensis,Chiroptera,Vespertilionidae,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctophilus_bifax,Chiroptera,Vespertilionidae,Nyctophilus,bifax,Nyctophilus bifax,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.8,Reported,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",NA,NA,Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Nyctophilus_geoffroyi,Chiroptera,Vespertilionidae,Nyctophilus,geoffroyi,Nyctophilus geoffroyi,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctophilus_gouldi,Chiroptera,Vespertilionidae,Nyctophilus,gouldi,Nyctophilus gouldi,0,0,0,1,Taxonomic,PHYLACINE 1.2,10,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctophilus_heran,Chiroptera,Vespertilionidae,Nyctophilus,heran,Nyctophilus heran,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.6,Reported,Records of the Western Australian Museum 15: 97-107 (1991),NA,NA,Occurs only on isolated islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctophilus_howensis,Chiroptera,Vespertilionidae,Nyctophilus,howensis,Nyctophilus howensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,20.6,Assumed isometric based on forearm length,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",Nyctophilus_sherrini,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",Occurs only on isolated islands,CR,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Nyctophilus_microdon,Chiroptera,Vespertilionidae,Nyctophilus,microdon,Nyctophilus microdon,0,0,0,1,Taxonomic,PHYLACINE 1.2,8,Assumed isometric based on forearm length,Flannery TM. Mammals of New Guinea (1995),Nyctophilus_microtis,Flannery TM. Mammals of New Guinea (1995),Occurs on large land bridge islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctophilus_microtis,Chiroptera,Vespertilionidae,Nyctophilus,microtis,Nyctophilus microtis,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Nyctophilus_nebulosus,Chiroptera,Vespertilionidae,Nyctophilus,nebulosus,Nyctophilus nebulosus,0,0,0,1,Taxonomic,PHYLACINE 1.2,10.5,Reported,Australian Mammalogy 23: 115-124 (2001),NA,NA,Occurs only on isolated islands,CR,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Nyctophilus_sherrini,Chiroptera,Vespertilionidae,Nyctophilus,sherrini,Nyctophilus sherrini,0,0,0,1,Taxonomic,PHYLACINE 1.2,15.5,Reported,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",NA,NA,Occurs on large land bridge islands,DD,No,0,0,100,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Nyctophilus_walkeri,Chiroptera,Vespertilionidae,Nyctophilus,walkeri,Nyctophilus walkeri,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Otomops_formosus,Chiroptera,Molossidae,Otomops,formosus,Otomops formosus,0,0,0,1,Taxonomic,PHYLACINE 1.2,27.3,Assumed isometric based on forearm length,Records of the Western Australian Museum 15: 739-738 (1991),Otomops_papuensis,Records of the Western Australian Museum 15: 739-738 (1991),Occurs on large land bridge islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Otomops_johnstonei,Chiroptera,Molossidae,Otomops,johnstonei,Otomops johnstonei,0,0,0,1,Taxonomic,PHYLACINE 1.2,26.3,Assumed isometric based on forearm length,Mammalian Species 493: 1-5 (1995),Otomops_martiensseni,Mammalian Species 493: 1-5 (1995),Occurs only on isolated islands,DD,No,0,0,100,Estimated Expert Family,"Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94."
Otomops_madagascariensis,Chiroptera,Molossidae,Otomops,madagascariensis,Otomops madagascariensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,25.5,Reported,Acta Chiropterologica 9:445-450 (2007),NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Otomops_martiensseni,Chiroptera,Molossidae,Otomops,martiensseni,Otomops martiensseni,0,0,0,1,Taxonomic,PHYLACINE 1.2,34.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Otomops_papuensis,Chiroptera,Molossidae,Otomops,papuensis,Otomops papuensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Otomops_secundus,Chiroptera,Molossidae,Otomops,secundus,Otomops secundus,0,0,0,1,Taxonomic,PHYLACINE 1.2,22.4,Assumed isometric based on forearm length,Records of the Western Australian Museum 15: 739-738 (1991),Otomops_martiensseni,Records of the Western Australian Museum 15: 739-738 (1991),Occurs on large land bridge islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Otomops_wroughtoni,Chiroptera,Molossidae,Otomops,wroughtoni,Otomops wroughtoni,0,0,0,1,Taxonomic,PHYLACINE 1.2,34.3,Assumed isometric based on forearm length,Records of the Western Australian Museum 15: 739-738 (1991),Otomops_martiensseni,Records of the Western Australian Museum 15: 739-738 (1991),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Otonycteris_hemprichii,Chiroptera,Vespertilionidae,Otonycteris,hemprichii,Otonycteris hemprichii,0,0,0,1,Taxonomic,PHYLACINE 1.2,23.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Otopteropus_cartilagonodus,Chiroptera,Pteropodidae,Otopteropus,cartilagonodus,Otopteropus cartilagonodus,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Paranyctimene_raptor,Chiroptera,Pteropodidae,Paranyctimene,raptor,Paranyctimene raptor,0,0,0,1,Taxonomic,PHYLACINE 1.2,24.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Paranyctimene_tenax,Chiroptera,Pteropodidae,Paranyctimene,tenax,Paranyctimene tenax,0,0,0,1,Taxonomic,PHYLACINE 1.2,31.5,Assumed isometric based on forearm length,Beaufortia 51: 119-152 (2001),Paranyctimene_raptor,Beaufortia 51: 119-152 (2001),Occurs on large land bridge islands,LC,No,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Paratriaenops_auritus,Chiroptera,Hipposideridae,Paratriaenops,auritus,Paratriaenops auritus,0,0,0,1,Taxonomic,PHYLACINE 1.2,5,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,VU,No,0,0,100,Imputed 000 Species,PHYLACINE 1.2
Paratriaenops_furculus,Chiroptera,Hipposideridae,Paratriaenops,furculus,Paratriaenops furculus,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.5,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Paremballonura_atrata,Chiroptera,Emballonuridae,Paremballonura,atrata,Paremballonura atrata,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.3,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,LC,No,10,0,90,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Paremballonura_tiavato,Chiroptera,Emballonuridae,Paremballonura,tiavato,Paremballonura tiavato,0,0,0,1,Taxonomic,PHYLACINE 1.2,3.3,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
