Code,Class,Order,Suborder,Family,Subfamily,Genus,Species,SpeciesEpithet,HR_mean,Dispersal_Dist_mean,HeadBody_Length_mean,Tail_Length_mean,Forearm_Length_mean,Hindfoot_Length_mean,Length_tot_mean,Wing_Length_mean,Wing_Area_mean,Wingspan_mean,W_aspect_ratio_mean,W_loading_mean,BodyMass_mean,SexMaturity_Age_mean,HR_min,HeadBody_Length_min,Tail_Length_min,Forearm_Length_min,Hindfoot_Length_min,Length_tot_min,Wing_Length_min,Wing_Area_min,Wingspan_min,W_aspect_ratio_min,W_loading_min,BodyMass_min,SexMaturity_Age_min,HR_max,Dispersal_Dist_max,HeadBody_Length_max,Tail_Length_max,Forearm_Length_max,Hindfoot_Length_max,Length_tot_max,Wing_Length_max,Wing_Area_max,Wingspan_max,W_aspect_ratio_max,W_loading_max,BodyMass_max,SexMaturity_Age_max,sex
YAN070114002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Barbastella,leucomelas,Barbastella leucomelas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070115001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Plecotus,teneriffae,Plecotus teneriffae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070115002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Plecotus,gaisleri,Plecotus gaisleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070115003,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Plecotus,christii,Plecotus christii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070115004,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Plecotus,balensis,Plecotus balensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070116001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Otonycteris,hemprichii,Otonycteris hemprichii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,nux,Scotophilus nux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,tandrefana,Scotophilus tandrefana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117003,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,marovaza,Scotophilus marovaza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117004,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,leucogaster,Scotophilus leucogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117005,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,altilis,Scotophilus altilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117006,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,robustus,Scotophilus robustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117007,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,borbonicus,Scotophilus borbonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117008,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,viridis,Scotophilus viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117009,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,ejetai,Scotophilus ejetai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117010,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,nigrita,Scotophilus nigrita,NA,NA,NA,NA,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117011,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,nucella,Scotophilus nucella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117012,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,andrewreborii,Scotophilus andrewreborii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117013,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,nigritellus,Scotophilus nigritellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117014,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,livingstonii,Scotophilus livingstonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117015,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,trujilloi,Scotophilus trujilloi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117016,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,dinganii,Scotophilus dinganii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070117017,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotophilus,colias,Scotophilus colias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070201001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,lanosa,Kerivoula lanosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070201002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,eriophora,Kerivoula eriophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070201003,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,africana,Kerivoula africana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070201004,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,smithii,Kerivoula smithii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070201005,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,cuprosa,Kerivoula cuprosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070201006,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,phalaena,Kerivoula phalaena,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070201007,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Kerivoulinae,Kerivoula,argentata,Kerivoula argentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301001,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,emarginatus,Myotis emarginatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301002,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,tricolor,Myotis tricolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301003,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,welwitschii,Myotis welwitschii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301004,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,scotti,Myotis scotti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301005,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,morrisi,Myotis morrisi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301006,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,bocagii,Myotis bocagii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301007,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,goudoti,Myotis goudotii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301008,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,anjouanensis,Myotis anjouanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301009,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,dieteri,Myotis dieteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301010,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,mystacinus,Myotis mystacinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301011,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,capaccinii,Myotis capaccinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YAN070301012,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,punicus,Myotis punicus,NA,NA,NA,NA,58.6,NA,NA,NA,NA,NA,NA,NA,21.9,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,27,NA,male
YAN070301013,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,Myotinae,Myotis,zenatius,Myotis zenatius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male
YIN010101001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Scotonycteris,zenkeri,Scotonycteris zenkeri,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010101002,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Scotonycteris,occidentalis,Scotonycteris occidentalis,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010101003,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Scotonycteris,bergmansi,Scotonycteris bergmansi,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010102001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Casinycteris,argynnis,Casinycteris argynnis,NA,NA,85,0,59,NA,NA,NA,NA,NA,NA,NA,32.5,NA,NA,70,0,56,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,100,0,62,NA,NA,NA,NA,NA,NA,NA,41,NA,female
YIN010102002,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Casinycteris,ophiodon,Casinycteris ophiodon,NA,NA,NA,0,77,NA,NA,NA,NA,NA,NA,NA,79.5,NA,NA,NA,0,73,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,0,81,NA,NA,NA,NA,NA,NA,NA,95,NA,female
YIN010102003,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Casinycteris,campomaanensis,Casinycteris campomaanensis,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010103001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Rousettus,aegyptiacus,Rousettus aegyptiacus,NA,NA,131.9,16.8,94.9,NA,NA,NA,NA,604,NA,NA,120.7,NA,NA,109,8,85,NA,NA,NA,NA,485,NA,NA,83,NA,NA,NA,153,24,106,NA,NA,NA,NA,670,NA,NA,166,NA,female
YIN010103002,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Rousettus,madagascariensis,Rousettus madagascariensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010103003,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Rousettus,obliviosus,Rousettus obliviosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010104001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Stenonycteris,lanosus,Stenonycteris lanosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010105001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Megaloglossus,azagnyi,Megaloglossus azagnyi,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010105002,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Megaloglossus,woermanni,Megaloglossus woermanni,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010106001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Lissonycteris,angolensis,Lissonycteris angolensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010107001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Myonycteris,torquata,Myonycteris torquata,NA,NA,102,6,60.5,19,NA,NA,NA,NA,NA,NA,35.5,NA,NA,90,0,55,16,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,114,12,66,22,NA,NA,NA,NA,NA,NA,43,NA,female
YIN010107002,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Myonycteris,brachycephala,Myonycteris brachycephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010107003,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Myonycteris,leptodon,Myonycteris leptodon,NA,NA,108,6.5,61.5,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,98,0,56,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,118,13,67,NA,NA,NA,NA,NA,NA,NA,54,NA,female
YIN010107004,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Myonycteris,relicta,Myonycteris relicta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010108001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Plerotes,anchietae,Plerotes anchietae,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010109001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Hypsignathus,monstrosus,Hypsignathus monstrosus,NA,NA,210,0,119.5,30.5,NA,NA,NA,NA,NA,NA,254.5,NA,NA,165,0,112,25,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,255,0,127,36,NA,NA,NA,NA,NA,NA,302,NA,female
YIN010110001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Epomops,franqueti,Epomops franqueti,NA,NA,147.5,NA,86.5,23,NA,NA,NA,NA,NA,NA,95.5,NA,NA,115,NA,77,21,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,180,NA,96,25,NA,NA,NA,NA,NA,NA,130,NA,female
YIN010110002,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Epomops,buettikoferi,Epomops buettikoferi,NA,NA,131.5,0,88.5,NA,NA,NA,NA,NA,NA,NA,127.5,NA,NA,103,0,82,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,160,0,95,NA,NA,NA,NA,NA,NA,NA,145,NA,female
YIN010111001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Nanonycteris,veldkampii,Nanonycteris veldkampii,NA,NA,81,NA,50.5,14.5,NA,NA,NA,NA,NA,NA,27.5,NA,NA,75,NA,47,13,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,87,NA,54,16,NA,NA,NA,NA,NA,NA,36,NA,female
YIN010112001,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Epomophorus,gambianus,Epomophorus gambianus,NA,NA,146,4,85,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,130,0,75,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,162,8,95,NA,NA,NA,NA,NA,NA,NA,145,NA,female
YIN010112002,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Epomophorus,crypturus,Epomophorus crypturus,NA,NA,125,NA,79,20.5,NA,NA,NA,NA,NA,NA,78,NA,NA,110,NA,75,17,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,140,NA,83,24,NA,NA,NA,NA,NA,NA,100,NA,female
YIN010112003,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Epomophorus,angolensis,Epomophorus angolensis,NA,NA,142.5,0,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,0,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
YIN010112004,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Epomophorus,labiatus,Epomophorus labiatus,NA,NA,94,NA,67,NA,NA,NA,NA,413,NA,NA,42.5,NA,NA,90,NA,58,NA,NA,NA,NA,400,NA,NA,34,NA,NA,NA,98,NA,76,NA,NA,NA,NA,422,NA,NA,51,NA,female
YIN010112005,Mammalia,Chiroptera,Yinpterochiroptera,Pteropodidae,Rousettinae,Epomophorus,minor,Epomophorus minor,NA,NA,NA,0,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,female
