familyName,genusName,scientificName.iucn.sub,forearm_mm,forearm_sd,forearm_n,mass_g,mass_sd,mass_n,wingspan_cm,wingspan_sd,wingspan_n,wingSurfaceArea_cm2,wingSurfaceArea_sd,wingSurfaceArea_n,liftingSurfaceArea_cm2,liftingSurfaceArea_sd,liftingSurfaceArea_n,totalAspectRatio,totalWingLoading_Nm2,totalRelativeLoading,totalAspectRatio_sd,totalWingLoading_sd,totalRelativeLoading_sd,totalAspectRatio_n,totalWingLoading_n,partialAspectRatio,partialWingLoading_Nm2,partialRelativeLoading,partialAspectRatio_sd,partialWingLoading_sd,partialRelativeLoading_sd,partialAspectRatio_n,partialWingLoading_n,partialRelativeLoading_n,totalRelativeLoading_ext,partialRelativeLoading_ext,totalWingLoading_Nm2_ext,partialWingLoading_Nm2_ext,totalAspectRatio_ext,partialAspectRatio_ext,lifestage,references
MOLOSSIDAE,Mops,Mops nanulus,NA,NA,0,NA,NA,0,22.2,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Mops,Mops niveiventer,NA,NA,0,28.7,2,6,31.7,1.3,6,NA,NA,0,129.7,10.9,6,7.75,0,0.01,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,0,NA,7.75,NA,adult,29
MOLOSSIDAE,Mops,Mops thersites,NA,NA,0,NA,NA,0,27.2,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Mops,Mops trevori,NA,NA,0,NA,NA,0,38.4,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Mormopterus,Mormopterus acetabulosus,NA,NA,0,NA,NA,0,24,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Mormopterus,Mormopterus beccarii,NA,NA,0,14.75,1.38,11,26.6,0.7,8,NA,NA,0,100,10,8,6.97,14.28,0.01,0.29,1.43,NA,8,8,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,14.28,NA,6.97,NA,adult,"27, 239, 258"
MOLOSSIDAE,Mormopterus,Mormopterus jugularis,37.8,0.25,10,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,7.91,13.41,NA,0.07,0.4,NA,10,10,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,13.41,NA,7.91,NA,adult,"102, 258"
MOLOSSIDAE,Mormopterus,Mormopterus kalinowskii,NA,NA,0,3.1,1.13,2,17.25,0.35,2,NA,NA,0,32.4,2.26,2,9.2,9.28,0.01,0.27,2.77,NA,2,2,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,9.28,NA,9.2,NA,adult,"6, 258"
MOLOSSIDAE,Mormopterus,Mormopterus norfolkensis,NA,NA,0,8.6,0.6,20,26.9,0.9,20,NA,NA,0,100,10,20,7.52,8.76,0,0.44,0.9,NA,20,20,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,8.76,NA,7.52,NA,adult,"27, 258"
MOLOSSIDAE,Mormopterus,Mormopterus planiceps,NA,NA,0,9.9,0.5,2,NA,NA,0,NA,NA,0,NA,NA,0,6.1,12.3,57.28,0.1,0.2,NA,2,2,NA,NA,NA,NA,NA,NA,0,0,0,57.28,NA,12.3,NA,6.1,NA,adult,"100, 258"
MOLOSSIDAE,Myopterus,Myopterus daubentonii,NA,NA,0,NA,NA,0,37.4,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Myopterus,Myopterus whitleyi,NA,NA,0,12,NA,1,NA,NA,0,NA,NA,0,74,NA,1,NA,15.9,0.01,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,15.9,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Otomops,Otomops madagascariensis,60.1,0.45,10,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,8.34,12.86,NA,0.1,0.41,NA,10,10,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,12.86,NA,8.34,NA,adult,102
MOLOSSIDAE,Otomops,Otomops martiensseni,65.06,1.37,17,33.47,2.68,19,41.62,3.19,19,NA,NA,0,201.21,27.19,19,8.74,15.32,21.59,NA,NA,29.36,29,29,NA,NA,NA,NA,NA,NA,0,0,0,21.59,NA,15.32,NA,8.74,NA,adult,"4, 28, 29, 102, 220, 240, 258"
MOLOSSIDAE,Promops,Promops nasutus,NA,NA,0,37.5,NA,1,NA,NA,0,NA,NA,0,149,NA,1,NA,24.7,0.01,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,24.7,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Sauromys,Sauromys petrophilus,39,1,51,9.8,0.8,10,26.29,1.8,62,NA,NA,0,92.41,11.07,61,7.43,9.36,0.01,NA,4.3,NA,61,61,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,9.36,NA,7.43,NA,adult,"4, 29, 78, 258"
MOLOSSIDAE,Tadarida,Tadarida aegyptiaca,45.1,1.2,43,16.06,1.28,14,30.89,1.19,57,NA,NA,0,116.39,9.47,57,8.26,10.73,0.01,NA,5.19,NA,57,57,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,10.73,NA,8.26,NA,adult,"4, 28, 29, 78, 258"
MOLOSSIDAE,Tadarida,Tadarida brasiliensis,39.86,0.72,16,11.62,NA,63,28.05,NA,47,70,2,5,97.83,6.47,37,8.34,12.06,0.01,0.42,1.28,NA,37,49,9.79,0,0.01,0.3,NA,NA,5,5,5,0.01,0.01,12.06,0,8.34,9.79,adult,"4, 5, 6, 8, 110, 118, 143, 258"
MOLOSSIDAE,Tadarida,Tadarida fulminans,NA,NA,0,33,0,2,45.7,NA,1,NA,NA,0,160,NA,1,13.7,20.2,31.49,0.85,0,44.53,2,2,NA,NA,NA,NA,NA,NA,0,0,0,31.49,NA,20.2,NA,13.7,NA,adult,"4, 166, 258"
MOLOSSIDAE,Tadarida,Tadarida lobata,NA,NA,0,NA,NA,0,41.9,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
MOLOSSIDAE,Tadarida,Tadarida teniotis,NA,NA,0,34.31,NA,13,41,NA,9,NA,NA,0,NA,NA,0,8.9,18.4,52.12,0.7,0.9,NA,4,4,NA,NA,NA,NA,NA,NA,0,0,0,52.12,NA,18.4,NA,8.9,NA,adult,"4, 83, 166, 258"
MORMOOPIDAE,Mormoops,Mormoops blainvillei,46.61,2.49,36,8.79,0.98,61,NA,NA,0,NA,NA,0,NA,NA,0,6.51,5.77,26.32,0.22,1.06,NA,43,56,NA,NA,NA,NA,NA,NA,0,0,0,26.32,NA,5.77,NA,6.51,NA,adult,"1, 5, 22, 143, 258"
MORMOOPIDAE,Mormoops,Mormoops megalophylla,NA,NA,0,17,NA,1,32.5,NA,1,NA,NA,0,149,NA,1,7.1,11.2,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,11.2,NA,7.1,NA,adult,"4, 258"
MORMOOPIDAE,Pteronotus,Pteronotus davyi,45,NA,1,8.95,2.76,2,30.1,4.67,2,NA,NA,0,134,NA,1,8.3,8,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,8,NA,8.3,NA,adult,"4, 148, 258"
MORMOOPIDAE,Pteronotus,Pteronotus davyi davyi,48.3,1.5,7,9.9,0.8,7,NA,NA,0,NA,NA,0,NA,NA,0,6.35,6.33,29.48,0.17,0.48,NA,7,7,NA,NA,NA,NA,NA,NA,0,0,0,29.48,NA,6.33,NA,6.35,NA,adult,22
MORMOOPIDAE,Pteronotus,Pteronotus gymnonotus,NA,NA,0,8.2,NA,1,29.7,NA,1,NA,NA,0,110,NA,1,8,7.3,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,7.3,NA,8,NA,adult,"4, 258"
MORMOOPIDAE,Pteronotus,Pteronotus macleayii,43.04,0.79,9,6,0.9,25,NA,NA,0,NA,NA,0,NA,NA,0,7.5,4.94,28.19,0.05,0.12,NA,16,16,NA,NA,NA,NA,NA,NA,0,0,0,28.19,NA,4.94,NA,7.5,NA,adult,"1, 143, 258"
MORMOOPIDAE,Pteronotus,Pteronotus parnellii,53.57,2.16,28,12.89,3,61,34.53,1.8,3,NA,NA,0,NA,NA,0,6.6,6.11,29.75,0.15,0.77,NA,56,32,NA,NA,NA,NA,NA,NA,0,0,0,29.75,NA,6.11,NA,6.6,NA,adult,"1, 4, 16, 96, 143, 148, 258"
MORMOOPIDAE,Pteronotus,Pteronotus parnellii portoricensis,51,0.9,6,11.3,2.5,6,NA,NA,0,NA,NA,0,NA,NA,0,6.68,6.48,28.88,0.33,1.04,NA,6,6,NA,NA,NA,NA,NA,NA,0,0,0,28.88,NA,6.48,NA,6.68,NA,adult,22
MORMOOPIDAE,Pteronotus,Pteronotus quadridens,38.29,0.76,7,5.39,0.87,27,NA,NA,0,NA,NA,0,NA,NA,0,7.58,5.52,31.99,0.07,0.23,NA,20,25,NA,NA,NA,NA,NA,NA,0,0,0,31.99,NA,5.52,NA,7.58,NA,adult,"1, 5, 143, 258"
MORMOOPIDAE,Pteronotus,Pteronotus quadridens fuliginosus,38.6,1.1,16,5.7,0.7,16,NA,NA,0,NA,NA,0,NA,NA,0,6.92,5.84,32.69,0.43,0.88,NA,16,16,NA,NA,NA,NA,NA,NA,0,0,0,32.69,NA,5.84,NA,6.92,NA,adult,22
MYSTACINIDAE,Mystacina,Mystacina robusta,NA,NA,0,24.5,NA,1,33,NA,1,NA,NA,0,119,NA,1,9.2,20.2,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,20.2,NA,9.2,NA,adult,"4, 258"
MYSTACINIDAE,Mystacina,Mystacina tuberculata,43.05,1.19,18,14.87,1.48,19,30.38,1.5,19,NA,NA,0,156.79,14.35,19,5.93,9.4,0,0.56,1.21,NA,19,19,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,9.4,NA,5.93,NA,adult,"4, 242, 258"
MYSTACINIDAE,Mystacina,Mystacina tuberculata tuberculata,42.03,0.75,35,15.65,0.82,35,NA,NA,0,NA,NA,0,NA,NA,0,5.57,9.68,38.7,0.24,0.78,NA,35,35,NA,NA,NA,NA,NA,NA,0,0,0,38.7,NA,9.68,NA,5.57,NA,adult,237
NATALIDAE,Natalus,Natalus stramineus,NA,NA,0,3.9,NA,1,24,NA,1,NA,NA,0,99,NA,1,5.8,3.9,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3.9,NA,5.8,NA,adult,"4, 258"
NATALIDAE,Natalus,Natalus stramineus stramineus,41.3,3.5,8,6.3,0.8,8,NA,NA,0,NA,NA,0,NA,NA,0,5.34,4.34,23.5,0.29,0.42,NA,8,8,NA,NA,NA,NA,NA,NA,0,0,0,23.5,NA,4.34,NA,5.34,NA,adult,22
NOCTILIONIDAE,Noctilio,Noctilio albiventris,NA,NA,0,29.6,NA,1,40.3,NA,1,NA,NA,0,209,NA,1,7.93,13.9,38.48,0.27,NA,10.07,19,1,NA,NA,NA,NA,NA,NA,0,0,0,38.48,NA,13.9,NA,7.93,NA,adult,"4, 16, 258"
NOCTILIONIDAE,Noctilio,Noctilio leporinus,NA,NA,0,59,NA,1,58.4,NA,1,NA,NA,0,380,NA,1,9,15.57,0,NA,0.85,NA,1,4,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,15.57,NA,9,NA,adult,"4, 5, 258"
NYCTERIDAE,Nycteris,Nycteris arge,NA,NA,0,NA,NA,0,26.7,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
NYCTERIDAE,Nycteris,Nycteris grandis,NA,NA,0,32,NA,1,38,NA,1,NA,NA,0,277,NA,1,5.2,11.4,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,11.4,NA,5.2,NA,adult,"4, 258"
NYCTERIDAE,Nycteris,Nycteris hispida,NA,NA,0,8,NA,1,26.6,NA,1,NA,NA,0,146,NA,1,4.8,5.4,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,5.4,NA,4.8,NA,adult,"4, 258"
NYCTERIDAE,Nycteris,Nycteris macrotis,NA,NA,0,15.7,3.65,3,33,3.71,3,NA,NA,0,211.2,45.7,3,5.19,2.37,0,NA,4.1,NA,3,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.37,NA,5.19,NA,adult,"4, 29, 258"
NYCTERIDAE,Nycteris,Nycteris major,NA,NA,0,NA,NA,0,31.1,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
NYCTERIDAE,Nycteris,Nycteris nana,NA,NA,0,NA,NA,0,15.2,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
NYCTERIDAE,Nycteris,Nycteris thebaica,47.04,1.51,17,12.17,1.79,24,29.32,1.33,30,NA,NA,0,162.13,9.62,30,5.39,6.92,2.36,NA,2.72,NA,74,74,NA,NA,NA,NA,NA,NA,0,0,0,2.36,NA,6.92,NA,5.39,NA,adult,"4, 28, 29, 78, 144, 166, 246, 258"
NYCTERIDAE,Nycteris,Nycteris tragata,NA,NA,0,16.5,0.53,2,31.3,0.01,2,210.06,1,2,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,4.7,7.7,0,0.49,0.6,NA,2,2,2,NA,0,NA,7.7,NA,4.7,adult,"26, 258"
PHYLLOSTOMIDAE,Anoura,Anoura geoffroyi,NA,NA,0,14.1,NA,1,28.2,NA,1,NA,NA,0,111,NA,1,7.2,12.5,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,12.5,NA,7.2,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Artibeus,Artibeus concolor,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.46,NA,35.78,0.33,NA,2.6,10,0,NA,NA,NA,NA,NA,NA,0,0,0,35.78,NA,NA,NA,6.46,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Artibeus,Artibeus jamaicensis,59.7,1.8,15,42.98,5.77,37,39.43,2.77,36,NA,NA,0,277,NA,1,6.19,17.49,21.71,0.3,1.87,30.69,2,7,NA,NA,NA,NA,NA,NA,0,0,0,21.71,NA,17.49,NA,6.19,NA,adult,"4, 5, 94, 96, 148, 258"
PHYLLOSTOMIDAE,Artibeus,Artibeus jamaicensis jamaicensis,61.6,2.2,17,45.5,4.9,17,NA,NA,0,NA,NA,0,NA,NA,0,6.05,14.9,41.74,0.34,1.63,NA,17,17,NA,NA,NA,NA,NA,NA,0,0,0,41.74,NA,14.9,NA,6.05,NA,adult,22
PHYLLOSTOMIDAE,Artibeus,Artibeus jamaicensis schwartzi,66.34,1.74,95,59.97,7.34,95,NA,NA,0,NA,NA,0,NA,NA,0,6.22,16.69,42.64,0.41,2.54,NA,95,95,NA,NA,NA,NA,NA,NA,0,0,0,42.64,NA,16.69,NA,6.22,NA,adult,22
PHYLLOSTOMIDAE,Artibeus,Artibeus lituratus,68.3,1.2,10,65.32,4.24,32,45.05,3.02,31,NA,NA,0,330,NA,1,6.25,15.83,36.18,0.28,2.64,8.43,22,2,NA,NA,NA,NA,NA,NA,0,0,0,36.18,NA,15.83,NA,6.25,NA,adult,"4, 16, 94, 96, 148, 258"
PHYLLOSTOMIDAE,Artibeus,Artibeus obscurus,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.45,NA,38.69,0.23,NA,3.82,31,0,NA,NA,NA,NA,NA,NA,0,0,0,38.69,NA,NA,NA,6.45,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Artibeus,Artibeus planirostris,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.39,NA,40.18,0.19,NA,2.12,25,0,NA,NA,NA,NA,NA,NA,0,0,0,40.18,NA,NA,NA,6.39,NA,adult,16
PHYLLOSTOMIDAE,Brachyphylla,Brachyphylla cavernarum,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,19.3,NA,NA,2,NA,0,5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,19.3,NA,NA,NA,adult,"5, 258"
PHYLLOSTOMIDAE,Brachyphylla,Brachyphylla cavernarum intermedia,66.3,1.7,10,46,3.9,10,NA,NA,0,NA,NA,0,NA,NA,0,6.36,13.6,37.96,0.27,0.94,NA,10,10,NA,NA,NA,NA,NA,NA,0,0,0,37.96,NA,13.6,NA,6.36,NA,adult,22
PHYLLOSTOMIDAE,Carollia,Carollia brevicauda,NA,NA,0,15.7,NA,1,26.2,NA,1,NA,NA,0,124,NA,1,6.11,12.4,37,0.24,NA,8.37,23,1,NA,NA,NA,NA,NA,NA,0,0,0,37,NA,12.4,NA,6.11,NA,adult,"4, 16, 258"
PHYLLOSTOMIDAE,Carollia,Carollia castanea,NA,NA,0,12.2,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,5.89,9.5,41.27,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,41.27,NA,9.5,NA,5.89,NA,adult,"96, 258"
PHYLLOSTOMIDAE,Carollia,Carollia perspicillata,40.3,0.4,4,21.23,1.86,31,31.43,2.42,30,NA,NA,0,165,NA,1,6.21,11.15,37.36,0.23,0.35,8.31,25,2,NA,NA,NA,NA,NA,NA,0,0,0,37.36,NA,11.15,NA,6.21,NA,adult,"4, 16, 94, 96, 148, 258"
PHYLLOSTOMIDAE,Carollia,Carollia sowelli,NA,NA,0,17.3,1.3,25,28.46,2.38,25,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,94
PHYLLOSTOMIDAE,Centurio,Centurio senex,NA,NA,0,22,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Chiroderma,Chiroderma salvini,46.1,0.9,11,27.91,4.27,11,34.6,0.84,11,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,148
PHYLLOSTOMIDAE,Chiroderma,Chiroderma trinitatum,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.34,NA,37.46,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,37.46,NA,NA,NA,6.34,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Chiroderma,Chiroderma villosum,NA,NA,0,22.95,0.07,2,32,NA,1,NA,NA,0,161,NA,1,6.34,13.41,35.26,0.15,0.83,15.85,7,2,NA,NA,NA,NA,NA,NA,0,0,0,35.26,NA,13.41,NA,6.34,NA,adult,"4, 16, 96, 258"
PHYLLOSTOMIDAE,Choeroniscus,Choeroniscus godmani,NA,NA,0,8.4,NA,1,23.8,NA,1,NA,NA,0,88,NA,1,6.4,9.4,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,9.4,NA,6.4,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Choeroniscus,Choeroniscus minor,NA,NA,0,8.8,NA,1,22.7,NA,1,NA,NA,0,83,NA,1,6.7,10.4,36.4,0.28,NA,11.72,12,1,NA,NA,NA,NA,NA,NA,0,0,0,36.4,NA,10.4,NA,6.7,NA,adult,"4, 16, 258"
PHYLLOSTOMIDAE,Choeronycteris,Choeronycteris mexicana,NA,NA,0,18.2,NA,1,30,NA,1,NA,NA,0,130,NA,1,6.9,13.7,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,13.7,NA,6.9,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Chrotopterus,Chrotopterus auritus,NA,NA,0,80.9,NA,1,53.9,NA,1,NA,NA,0,532,NA,1,5.59,14.9,13.68,0.13,NA,19.34,2,1,NA,NA,NA,NA,NA,NA,0,0,0,13.68,NA,14.9,NA,5.59,NA,adult,"4, 16, 258"
PHYLLOSTOMIDAE,Dermanura,Dermanura gnoma,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.05,NA,36.54,0.2,NA,1.66,3,0,NA,NA,NA,NA,NA,NA,0,0,0,36.54,NA,NA,NA,6.05,NA,adult,16
PHYLLOSTOMIDAE,Dermanura,Dermanura phaeotis,NA,NA,0,11.8,1.98,2,25.8,NA,1,NA,NA,0,106,NA,1,6.25,9.9,21.6,0.08,0.43,30.54,2,2,NA,NA,NA,NA,NA,NA,0,0,0,21.6,NA,9.9,NA,6.25,NA,adult,"4, 96"
PHYLLOSTOMIDAE,Dermanura,Dermanura tolteca,37,0.6,2,21.5,5.5,2,25.39,0.23,2,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,148
PHYLLOSTOMIDAE,Dermanura,Dermanura watsoni,NA,NA,0,12.1,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,6.28,8.17,35.58,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,35.58,NA,8.17,NA,6.28,NA,adult,96
PHYLLOSTOMIDAE,Desmodus,Desmodus rotundus,55.7,2.6,10,36.5,9.98,12,36.16,1.34,12,NA,NA,0,183.62,23.17,2,6.73,16.8,37.39,0.3,3.97,13.37,19,2,NA,NA,NA,NA,NA,NA,0,0,0,37.39,NA,16.8,NA,6.73,NA,adult,"4, 6, 16, 148, 258"
PHYLLOSTOMIDAE,Diaemus,Diaemus youngi,NA,NA,0,36.1,NA,1,41.9,NA,1,NA,NA,0,206,NA,1,8.5,17.2,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,17.2,NA,8.5,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Diphylla,Diphylla ecaudata,NA,NA,0,32.9,NA,1,35.6,NA,1,NA,NA,0,190,NA,1,6.7,16.5,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,16.5,NA,6.7,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Erophylla,Erophylla bombifrons bombifrons,48.2,1.7,17,16.3,2.6,17,NA,NA,0,NA,NA,0,NA,NA,0,6.23,9.57,37.74,0.38,1.42,NA,17,17,NA,NA,NA,NA,NA,NA,0,0,0,37.74,NA,9.57,NA,6.23,NA,adult,22
PHYLLOSTOMIDAE,Erophylla,Erophylla sezekorni,NA,NA,0,16.3,NA,1,27.3,NA,1,NA,NA,0,122,NA,1,6.1,11.58,0.01,NA,1.21,NA,1,5,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,11.58,NA,6.1,NA,adult,"4, 5, 258"
PHYLLOSTOMIDAE,Gardnerycteris,Gardnerycteris crenulatum,NA,NA,0,14.8,0,2,38.6,NA,1,NA,NA,0,179,NA,1,6.53,8.02,26.4,0.44,0.11,6.08,23,2,NA,NA,NA,NA,NA,NA,0,0,0,26.4,NA,8.02,NA,6.53,NA,adult,"4, 16, 96"
PHYLLOSTOMIDAE,Glossophaga,Glossophaga longirostris,38,1,23,12,1,23,21.2,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 230, 258"
PHYLLOSTOMIDAE,Glossophaga,Glossophaga longirostris rostrata,38.5,1,51,11.9,1.1,51,NA,NA,0,NA,NA,0,NA,NA,0,6.44,9.34,40.91,0.57,1,NA,51,51,NA,NA,NA,NA,NA,NA,0,0,0,40.91,NA,9.34,NA,6.44,NA,adult,22
PHYLLOSTOMIDAE,Glossophaga,Glossophaga soricina,36,1,12,11.05,NA,21,24.17,NA,20,NA,NA,0,99,NA,1,6.47,9.65,41.01,0.13,1.2,8.17,30,2,NA,NA,NA,NA,NA,NA,0,0,0,41.01,NA,9.65,NA,6.47,NA,adult,"4, 8, 14, 16, 96, 148, 258"
PHYLLOSTOMIDAE,Glossophaga,Glossophaga soricina antillarum,NA,NA,0,10.2,NA,1,27.3,NA,1,NA,NA,0,NA,NA,0,6.6,8.8,40.58,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,40.58,NA,8.8,NA,6.6,NA,adult,245
PHYLLOSTOMIDAE,Glyphonycteris,Glyphonycteris daviesi,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.24,NA,27.58,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,27.58,NA,NA,NA,6.24,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Lampronycteris,Lampronycteris brachyotis,NA,NA,0,14.5,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,6,10.77,42.8,0.34,NA,1.96,2,1,NA,NA,NA,NA,NA,NA,0,0,0,42.8,NA,10.77,NA,6,NA,adult,"16, 96, 258"
PHYLLOSTOMIDAE,Leptonycteris,Leptonycteris nivalis,NA,NA,0,33.8,NA,1,41,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Leptonycteris,Leptonycteris yerbabuenae,51,4.5,7,24.07,NA,12,32.62,NA,12,NA,NA,0,180,NA,1,5.9,10.6,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,10.6,NA,5.9,NA,adult,"4, 8, 14, 148, 258"
PHYLLOSTOMIDAE,Lichonycteris,Lichonycteris degener,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.68,NA,43.73,0.31,NA,3.06,7,0,NA,NA,NA,NA,NA,NA,0,0,0,43.73,NA,NA,NA,6.68,NA,adult,16
PHYLLOSTOMIDAE,Lichonycteris,Lichonycteris obscura,NA,NA,0,6.5,NA,1,22.4,NA,1,NA,NA,0,76,NA,1,6.6,8.4,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,8.4,NA,6.6,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Lonchophylla,Lonchophylla thomasi,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.35,NA,41.08,0.08,NA,4.45,3,0,NA,NA,NA,NA,NA,NA,0,0,0,41.08,NA,NA,NA,6.35,NA,adult,"16, 258"
